word, noun, lemmatized, sentiment, source, ambiguity
абортивный, Adj, абортивный, negative, fact
чикаться, Verb, чикаться, negative, opinion
чинить помехи, VG, чинить помеха, negative, opinion
чинить препоны, VG, чинить препона, negative, opinion
чинить препятствия, VG, чинить препятствие, negative, opinion
чиорт, Interjection, чиорт, negative, opinion
чистая случайность, NG, чистый случайность, neutral, opinion
чистейший, Adj, чистейший, positive, fact
чистейший, Adj, чистейший, positive, opinion
чистейший, Adj, чистейший, positive, opinion
чистенький, Adj, чистенький, positive, opinion
чистое совпадение, NG, чистый совпадение, neutral, opinion
чистокровность, Noun, чистокровность, positive, opinion
чистокровный, Adj, чистокровный, positive, opinion
чистоплотность, Noun, чистоплотность, positive, opinion
чистоплотный, Adj, чистоплотный, positive, opinion
чистопородность, Noun, чистопородность, positive, opinion
чистопородный, Adj, чистопородный, positive, opinion
чистосердечие, Noun, чистосердечие, positive, opinion
чистосердечность, Noun, чистосердечность, positive, opinion
чистосердечный, Adj, чистосердечный, positive, opinion
чистота, Noun, чистота, neutral, fact
